date,category,subcategory,amount,description
2024-05-12,entertainment,subscriptions,3052.39,Subscriptions expense
2024-05-12,transport,taxi,1229.26,Taxi expense
2024-05-12,health,insurance,4526.92,Insurance expense
2024-05-12,bills,internet,4508.38,Internet expense
2024-05-13,food,groceries,1376.4,Groceries expense
2024-05-13,food,restaurants,877.89,Restaurants expense
2024-05-13,transport,public transport,1158.68,Public Transport expense
2024-05-13,bills,electricity,4939.82,Electricity expense
2024-05-14,entertainment,movies,1729.99,Movies expense
2024-05-14,misc,donations,676.19,Donations expense
2024-05-14,health,insurance,957.12,Insurance expense
2024-05-14,bills,electricity,1952.73,Electricity expense
2024-05-15,misc,donations,56.88,Donations expense
2024-05-15,transport,public transport,4206.76,Public Transport expense
2024-05-15,transport,fuel,2115.59,Fuel expense
2024-05-15,bills,rent,3495.11,Rent expense
2024-05-15,misc,donations,2569.41,Donations expense
2024-05-16,bills,electricity,2959.84,Electricity expense
2024-05-16,transport,fuel,575.77,Fuel expense
2024-05-16,bills,internet,4070.66,Internet expense
2024-05-16,food,groceries,1159.72,Groceries expense
2024-05-16,food,coffee,4253.82,Coffee expense
2024-05-17,food,groceries,669.56,Groceries expense
2024-05-17,food,restaurants,3029.29,Restaurants expense
2024-05-17,transport,fuel,4188.34,Fuel expense
2024-05-17,shopping,clothes,4471.23,Clothes expense
2024-05-17,food,restaurants,2697.38,Restaurants expense
2024-05-18,savings,investments,1703.2,Investments expense
2024-05-18,shopping,electronics,1536.28,Electronics expense
2024-05-18,misc,gifts,2269.65,Gifts expense
2024-05-18,shopping,accessories,603.73,Accessories expense
2024-05-18,bills,rent,2196.95,Rent expense
2024-05-19,health,pharmacy,1422.48,Pharmacy expense
2024-05-19,misc,gifts,4681.09,Gifts expense
2024-05-19,entertainment,games,2221.79,Games expense
2024-05-19,health,doctor,4666.56,Doctor expense
2024-05-19,transport,taxi,2984.28,Taxi expense
2024-05-20,food,restaurants,3390.82,Restaurants expense
2024-05-20,misc,gifts,2377.46,Gifts expense
2024-05-20,shopping,clothes,1773.54,Clothes expense
2024-05-21,shopping,accessories,3497.5,Accessories expense
2024-05-21,bills,electricity,3810.97,Electricity expense
2024-05-21,shopping,accessories,4177.65,Accessories expense
2024-05-22,misc,donations,4628.79,Donations expense
2024-05-22,entertainment,games,392.76,Games expense
2024-05-22,entertainment,movies,877.88,Movies expense
2024-05-22,shopping,accessories,637.28,Accessories expense
2024-05-22,misc,gifts,3015.54,Gifts expense
2024-05-23,savings,emergency fund,3283.33,Emergency Fund expense
2024-05-23,bills,rent,3860.76,Rent expense
2024-05-23,savings,emergency fund,2906.31,Emergency Fund expense
2024-05-23,food,coffee,148.45,Coffee expense
2024-05-24,entertainment,games,963.12,Games expense
2024-05-24,health,insurance,2784.67,Insurance expense
2024-05-24,transport,taxi,4166.69,Taxi expense
2024-05-24,entertainment,games,1645.88,Games expense
2024-05-24,shopping,clothes,1391.8,Clothes expense
2024-05-25,savings,investments,1517.11,Investments expense
2024-05-25,shopping,electronics,1222.67,Electronics expense
2024-05-25,entertainment,subscriptions,442.28,Subscriptions expense
2024-05-25,health,insurance,3731.3,Insurance expense
2024-05-26,bills,electricity,4799.92,Electricity expense
2024-05-26,health,doctor,4486.21,Doctor expense
2024-05-26,misc,donations,1023.78,Donations expense
2024-05-26,entertainment,games,720.83,Games expense
2024-05-26,entertainment,movies,3270.66,Movies expense
2024-05-27,food,groceries,4455.12,Groceries expense
2024-05-27,savings,emergency fund,2368.61,Emergency Fund expense
2024-05-27,entertainment,subscriptions,2382.82,Subscriptions expense
2024-05-27,entertainment,games,3588.38,Games expense
2024-05-27,bills,rent,704.17,Rent expense
2024-05-28,transport,taxi,4189.31,Taxi expense
2024-05-28,shopping,electronics,628.76,Electronics expense
2024-05-28,shopping,electronics,1428.41,Electronics expense
2024-05-29,shopping,electronics,2982.77,Electronics expense
2024-05-29,bills,rent,4872.97,Rent expense
2024-05-29,savings,emergency fund,409.59,Emergency Fund expense
2024-05-30,transport,public transport,4442.56,Public Transport expense
2024-05-30,bills,electricity,4080.02,Electricity expense
2024-05-30,bills,rent,93.54,Rent expense
2024-05-30,savings,investments,3839.89,Investments expense
2024-05-31,savings,emergency fund,3251.81,Emergency Fund expense
2024-05-31,transport,public transport,4646.69,Public Transport expense
2024-05-31,entertainment,movies,941.0,Movies expense
2024-05-31,bills,electricity,2457.68,Electricity expense
2024-05-31,misc,others,1289.83,Others expense
2024-06-01,food,coffee,3661.96,Coffee expense
2024-06-01,misc,donations,1997.33,Donations expense
2024-06-01,health,pharmacy,3278.21,Pharmacy expense
2024-06-01,misc,donations,525.38,Donations expense
2024-06-02,shopping,electronics,4648.63,Electronics expense
2024-06-02,shopping,accessories,1056.01,Accessories expense
2024-06-02,food,coffee,1748.25,Coffee expense
2024-06-02,misc,donations,101.52,Donations expense
2024-06-03,misc,gifts,4556.12,Gifts expense
2024-06-03,health,pharmacy,462.46,Pharmacy expense
2024-06-03,food,coffee,4000.61,Coffee expense
2024-06-03,food,restaurants,1569.66,Restaurants expense
2024-06-04,misc,gifts,3350.9,Gifts expense
2024-06-04,bills,rent,4578.0,Rent expense
2024-06-04,health,pharmacy,985.85,Pharmacy expense
2024-06-04,savings,investments,3773.09,Investments expense
2024-06-05,savings,investments,4320.13,Investments expense
2024-06-05,food,groceries,2796.48,Groceries expense
2024-06-05,misc,others,323.97,Others expense
2024-06-05,savings,retirement,3313.07,Retirement expense
2024-06-05,transport,fuel,2688.64,Fuel expense
2024-06-06,health,doctor,1999.72,Doctor expense
2024-06-06,health,insurance,3535.22,Insurance expense
2024-06-06,savings,investments,1741.14,Investments expense
2024-06-07,bills,electricity,1771.15,Electricity expense
2024-06-07,entertainment,movies,3621.82,Movies expense
2024-06-07,shopping,accessories,2363.77,Accessories expense
2024-06-07,bills,electricity,1428.68,Electricity expense
2024-06-07,bills,rent,1179.86,Rent expense
2024-06-08,shopping,clothes,3334.89,Clothes expense
2024-06-08,savings,emergency fund,2484.1,Emergency Fund expense
2024-06-08,transport,public transport,3019.07,Public Transport expense
2024-06-08,bills,rent,809.24,Rent expense
2024-06-09,entertainment,subscriptions,4677.9,Subscriptions expense
2024-06-09,health,doctor,1521.52,Doctor expense
2024-06-09,transport,taxi,497.36,Taxi expense
2024-06-09,misc,gifts,2591.63,Gifts expense
2024-06-09,entertainment,subscriptions,2258.92,Subscriptions expense
2024-06-10,shopping,electronics,1418.5,Electronics expense
2024-06-10,bills,electricity,3054.36,Electricity expense
2024-06-10,savings,investments,567.97,Investments expense
2024-06-11,savings,retirement,4323.26,Retirement expense
2024-06-11,transport,public transport,156.64,Public Transport expense
2024-06-11,savings,emergency fund,3910.15,Emergency Fund expense
2024-06-11,health,doctor,3860.0,Doctor expense
2024-06-12,misc,others,608.34,Others expense
2024-06-12,shopping,accessories,747.91,Accessories expense
2024-06-12,health,doctor,3629.56,Doctor expense
2024-06-12,shopping,accessories,3792.12,Accessories expense
2024-06-12,transport,public transport,72.24,Public Transport expense
2024-06-13,entertainment,movies,3478.69,Movies expense
2024-06-13,transport,taxi,4740.38,Taxi expense
2024-06-13,food,restaurants,431.82,Restaurants expense
2024-06-14,health,insurance,1273.85,Insurance expense
2024-06-14,entertainment,movies,4316.65,Movies expense
2024-06-14,shopping,accessories,3554.48,Accessories expense
2024-06-14,food,restaurants,4588.12,Restaurants expense
2024-06-15,entertainment,subscriptions,441.72,Subscriptions expense
2024-06-15,savings,emergency fund,2264.06,Emergency Fund expense
2024-06-15,savings,emergency fund,978.04,Emergency Fund expense
2024-06-15,shopping,electronics,3512.26,Electronics expense
2024-06-15,shopping,electronics,876.9,Electronics expense
2024-06-16,misc,others,3689.24,Others expense
2024-06-16,food,restaurants,4793.86,Restaurants expense
2024-06-16,food,groceries,3845.14,Groceries expense
2024-06-16,misc,gifts,4423.21,Gifts expense
2024-06-16,shopping,accessories,2246.45,Accessories expense
2024-06-17,health,insurance,4986.42,Insurance expense
2024-06-17,transport,taxi,1908.06,Taxi expense
2024-06-17,shopping,electronics,1852.94,Electronics expense
2024-06-17,food,coffee,4283.39,Coffee expense
2024-06-18,savings,investments,1423.87,Investments expense
2024-06-18,misc,donations,3482.18,Donations expense
2024-06-18,shopping,accessories,162.52,Accessories expense
2024-06-19,misc,donations,477.84,Donations expense
2024-06-19,shopping,accessories,1775.8,Accessories expense
2024-06-19,food,groceries,1554.42,Groceries expense
2024-06-19,health,pharmacy,2487.05,Pharmacy expense
2024-06-20,shopping,electronics,3945.97,Electronics expense
2024-06-20,bills,internet,4131.46,Internet expense
2024-06-20,health,insurance,928.33,Insurance expense
2024-06-20,transport,public transport,544.23,Public Transport expense
2024-06-21,savings,investments,147.26,Investments expense
2024-06-21,misc,donations,2514.26,Donations expense
2024-06-21,entertainment,subscriptions,800.34,Subscriptions expense
2024-06-21,shopping,accessories,1591.25,Accessories expense
2024-06-21,savings,emergency fund,1727.68,Emergency Fund expense
2024-06-22,transport,fuel,3539.95,Fuel expense
2024-06-22,transport,public transport,3141.09,Public Transport expense
2024-06-22,shopping,accessories,1355.73,Accessories expense
2024-06-23,savings,retirement,3478.13,Retirement expense
2024-06-23,savings,investments,3748.08,Investments expense
2024-06-23,health,pharmacy,3529.51,Pharmacy expense
2024-06-23,transport,public transport,3740.32,Public Transport expense
2024-06-24,health,doctor,2969.61,Doctor expense
2024-06-24,health,doctor,3700.36,Doctor expense
2024-06-24,food,groceries,141.36,Groceries expense
2024-06-24,bills,electricity,725.02,Electricity expense
2024-06-24,shopping,accessories,3682.3,Accessories expense
2024-06-25,misc,gifts,2109.42,Gifts expense
2024-06-25,transport,taxi,3938.37,Taxi expense
2024-06-25,health,pharmacy,1107.22,Pharmacy expense
2024-06-25,bills,rent,4185.02,Rent expense
2024-06-25,transport,taxi,1324.5,Taxi expense
2024-06-26,misc,others,4968.26,Others expense
2024-06-26,entertainment,movies,3933.18,Movies expense
2024-06-26,shopping,clothes,3133.42,Clothes expense
2024-06-26,health,doctor,4943.01,Doctor expense
2024-06-26,food,restaurants,4238.35,Restaurants expense
2024-06-27,savings,retirement,1636.79,Retirement expense
2024-06-27,bills,electricity,1474.86,Electricity expense
2024-06-27,bills,rent,2041.87,Rent expense
2024-06-27,food,restaurants,4554.79,Restaurants expense
2024-06-28,health,insurance,2158.86,Insurance expense
2024-06-28,misc,gifts,772.02,Gifts expense
2024-06-28,entertainment,movies,688.58,Movies expense
2024-06-28,shopping,electronics,1977.93,Electronics expense
2024-06-28,transport,taxi,2670.2,Taxi expense
2024-06-29,savings,investments,3852.91,Investments expense
2024-06-29,savings,emergency fund,4253.37,Emergency Fund expense
2024-06-29,food,groceries,2946.62,Groceries expense
2024-06-29,transport,public transport,612.55,Public Transport expense
2024-06-29,food,coffee,703.25,Coffee expense
2024-06-30,food,groceries,3369.74,Groceries expense
2024-06-30,transport,taxi,2789.08,Taxi expense
2024-06-30,health,doctor,2891.32,Doctor expense
2024-07-01,misc,others,298.45,Others expense
2024-07-01,food,groceries,2818.66,Groceries expense
2024-07-01,health,pharmacy,1936.55,Pharmacy expense
2024-07-01,transport,taxi,3067.68,Taxi expense
2024-07-01,savings,emergency fund,283.78,Emergency Fund expense
2024-07-02,food,groceries,4189.09,Groceries expense
2024-07-02,savings,investments,1193.95,Investments expense
2024-07-02,savings,emergency fund,738.71,Emergency Fund expense
2024-07-02,transport,taxi,405.9,Taxi expense
2024-07-02,health,doctor,3634.94,Doctor expense
2024-07-03,savings,investments,2911.06,Investments expense
2024-07-03,misc,gifts,3526.91,Gifts expense
2024-07-03,transport,taxi,2113.79,Taxi expense
2024-07-03,savings,emergency fund,4594.07,Emergency Fund expense
2024-07-03,transport,fuel,2639.64,Fuel expense
2024-07-04,shopping,electronics,1089.26,Electronics expense
2024-07-04,health,doctor,4938.39,Doctor expense
2024-07-04,health,doctor,2436.65,Doctor expense
2024-07-04,bills,internet,3060.63,Internet expense
2024-07-04,transport,fuel,4383.85,Fuel expense
2024-07-05,misc,donations,2704.41,Donations expense
2024-07-05,misc,gifts,4517.83,Gifts expense
2024-07-05,health,insurance,1445.41,Insurance expense
2024-07-05,bills,rent,510.73,Rent expense
2024-07-06,shopping,accessories,3472.81,Accessories expense
2024-07-06,shopping,accessories,893.25,Accessories expense
2024-07-06,bills,electricity,2406.32,Electricity expense
2024-07-07,health,doctor,4151.35,Doctor expense
2024-07-07,savings,emergency fund,881.93,Emergency Fund expense
2024-07-07,bills,electricity,1851.68,Electricity expense
2024-07-08,transport,public transport,1705.9,Public Transport expense
2024-07-08,shopping,electronics,4631.9,Electronics expense
2024-07-08,food,restaurants,1332.94,Restaurants expense
2024-07-08,bills,internet,3734.78,Internet expense
2024-07-08,misc,gifts,4328.78,Gifts expense
2024-07-09,food,coffee,3731.6,Coffee expense
2024-07-09,health,doctor,2323.41,Doctor expense
2024-07-09,bills,electricity,4285.71,Electricity expense
2024-07-10,savings,emergency fund,824.16,Emergency Fund expense
2024-07-10,misc,gifts,2427.08,Gifts expense
2024-07-10,shopping,accessories,374.14,Accessories expense
2024-07-10,shopping,electronics,1121.21,Electronics expense
2024-07-10,shopping,accessories,1373.39,Accessories expense
2024-07-11,transport,taxi,700.98,Taxi expense
2024-07-11,food,coffee,3853.9,Coffee expense
2024-07-11,entertainment,games,1051.28,Games expense
2024-07-11,entertainment,movies,3762.74,Movies expense
2024-07-12,transport,fuel,4285.22,Fuel expense
2024-07-12,misc,others,969.78,Others expense
2024-07-12,food,groceries,2887.19,Groceries expense
2024-07-12,savings,investments,614.53,Investments expense
2024-07-12,shopping,clothes,1303.06,Clothes expense
2024-07-13,shopping,clothes,2085.06,Clothes expense
2024-07-13,misc,gifts,3491.67,Gifts expense
2024-07-13,savings,retirement,1185.93,Retirement expense
2024-07-13,transport,public transport,778.42,Public Transport expense
2024-07-14,transport,taxi,3473.43,Taxi expense
2024-07-14,transport,public transport,807.48,Public Transport expense
2024-07-14,health,pharmacy,4840.71,Pharmacy expense
2024-07-15,misc,others,3867.08,Others expense
2024-07-15,health,insurance,1063.04,Insurance expense
2024-07-15,entertainment,subscriptions,4668.22,Subscriptions expense
2024-07-15,food,groceries,3007.81,Groceries expense
2024-07-16,misc,gifts,1621.92,Gifts expense
2024-07-16,health,insurance,2680.71,Insurance expense
2024-07-16,savings,retirement,1425.12,Retirement expense
2024-07-17,transport,public transport,1187.04,Public Transport expense
2024-07-17,transport,public transport,4238.79,Public Transport expense
2024-07-17,bills,internet,1414.78,Internet expense
2024-07-17,transport,public transport,230.04,Public Transport expense
2024-07-18,shopping,accessories,2855.34,Accessories expense
2024-07-18,misc,donations,1823.44,Donations expense
2024-07-18,savings,investments,4434.48,Investments expense
2024-07-19,bills,electricity,4989.67,Electricity expense
2024-07-19,shopping,clothes,3946.41,Clothes expense
2024-07-19,food,restaurants,4134.21,Restaurants expense
2024-07-19,health,doctor,2028.51,Doctor expense
2024-07-20,transport,public transport,3814.02,Public Transport expense
2024-07-20,food,coffee,2021.4,Coffee expense
2024-07-20,shopping,accessories,3618.19,Accessories expense
2024-07-21,bills,rent,782.23,Rent expense
2024-07-21,shopping,electronics,3634.36,Electronics expense
2024-07-21,health,doctor,2720.8,Doctor expense
2024-07-22,bills,internet,1221.46,Internet expense
2024-07-22,misc,others,3649.14,Others expense
2024-07-22,transport,public transport,209.73,Public Transport expense
2024-07-22,entertainment,movies,4698.84,Movies expense
2024-07-22,health,insurance,3687.63,Insurance expense
2024-07-23,misc,donations,2963.33,Donations expense
2024-07-23,entertainment,subscriptions,4991.33,Subscriptions expense
2024-07-23,savings,retirement,3513.31,Retirement expense
2024-07-23,shopping,accessories,382.53,Accessories expense
2024-07-23,food,restaurants,995.11,Restaurants expense
2024-07-24,entertainment,subscriptions,3735.54,Subscriptions expense
2024-07-24,food,restaurants,343.11,Restaurants expense
2024-07-24,entertainment,movies,2265.62,Movies expense
2024-07-24,food,coffee,3788.12,Coffee expense
2024-07-25,bills,electricity,3168.52,Electricity expense
2024-07-25,misc,donations,2679.87,Donations expense
2024-07-25,misc,others,4633.58,Others expense
2024-07-26,transport,fuel,80.17,Fuel expense
2024-07-26,entertainment,movies,3441.04,Movies expense
2024-07-26,health,pharmacy,482.17,Pharmacy expense
2024-07-27,savings,emergency fund,1648.37,Emergency Fund expense
2024-07-27,entertainment,movies,2148.72,Movies expense
2024-07-27,food,groceries,3238.73,Groceries expense
2024-07-28,bills,electricity,3400.71,Electricity expense
2024-07-28,health,doctor,3257.38,Doctor expense
2024-07-28,health,pharmacy,2182.35,Pharmacy expense
2024-07-28,health,doctor,425.5,Doctor expense
2024-07-29,bills,electricity,3054.21,Electricity expense
2024-07-29,food,coffee,3495.72,Coffee expense
2024-07-29,savings,investments,2919.47,Investments expense
2024-07-29,savings,emergency fund,3980.63,Emergency Fund expense
2024-07-30,food,restaurants,480.17,Restaurants expense
2024-07-30,savings,emergency fund,2724.36,Emergency Fund expense
2024-07-30,health,pharmacy,4083.56,Pharmacy expense
2024-07-31,transport,taxi,1166.29,Taxi expense
2024-07-31,transport,public transport,3553.04,Public Transport expense
2024-07-31,health,doctor,3113.37,Doctor expense
2024-08-01,savings,investments,1954.45,Investments expense
2024-08-01,shopping,clothes,116.46,Clothes expense
2024-08-01,entertainment,movies,3864.03,Movies expense
2024-08-01,entertainment,subscriptions,392.63,Subscriptions expense
2024-08-02,misc,others,3863.15,Others expense
2024-08-02,food,restaurants,1782.34,Restaurants expense
2024-08-02,misc,others,3817.48,Others expense
2024-08-02,savings,retirement,3591.94,Retirement expense
2024-08-03,bills,internet,4515.73,Internet expense
2024-08-03,savings,investments,445.68,Investments expense
2024-08-03,entertainment,movies,2498.85,Movies expense
2024-08-03,savings,retirement,3019.15,Retirement expense
2024-08-03,health,doctor,2572.58,Doctor expense
2024-08-04,health,pharmacy,3153.6,Pharmacy expense
2024-08-04,misc,donations,2863.72,Donations expense
2024-08-04,transport,taxi,1528.91,Taxi expense
2024-08-04,food,coffee,1313.11,Coffee expense
2024-08-05,shopping,accessories,4941.42,Accessories expense
2024-08-05,transport,public transport,1796.31,Public Transport expense
2024-08-05,food,groceries,2382.03,Groceries expense
2024-08-06,transport,taxi,2541.17,Taxi expense
2024-08-06,transport,fuel,1946.34,Fuel expense
2024-08-06,transport,public transport,2681.99,Public Transport expense
2024-08-06,food,coffee,292.49,Coffee expense
2024-08-06,entertainment,movies,4714.28,Movies expense
2024-08-07,savings,retirement,1076.81,Retirement expense
2024-08-07,shopping,accessories,1266.09,Accessories expense
2024-08-07,transport,taxi,2860.88,Taxi expense
2024-08-07,misc,gifts,854.89,Gifts expense
2024-08-08,transport,fuel,3878.47,Fuel expense
2024-08-08,transport,taxi,2801.75,Taxi expense
2024-08-08,transport,public transport,2508.9,Public Transport expense
2024-08-08,health,insurance,1104.21,Insurance expense
2024-08-09,transport,public transport,1557.94,Public Transport expense
2024-08-09,health,insurance,1305.45,Insurance expense
2024-08-09,misc,gifts,2945.41,Gifts expense
2024-08-09,savings,emergency fund,3513.89,Emergency Fund expense
2024-08-09,shopping,clothes,663.41,Clothes expense
2024-08-10,bills,electricity,1113.53,Electricity expense
2024-08-10,health,doctor,4083.73,Doctor expense
2024-08-10,health,insurance,3541.27,Insurance expense
2024-08-10,transport,fuel,461.48,Fuel expense
2024-08-11,entertainment,subscriptions,4015.16,Subscriptions expense
2024-08-11,bills,rent,4513.81,Rent expense
2024-08-11,bills,internet,618.95,Internet expense
2024-08-11,bills,rent,1686.23,Rent expense
2024-08-11,food,restaurants,2657.17,Restaurants expense
2024-08-12,bills,rent,1175.7,Rent expense
2024-08-12,transport,fuel,3678.76,Fuel expense
2024-08-12,shopping,electronics,909.56,Electronics expense
2024-08-12,health,doctor,4336.33,Doctor expense
2024-08-13,misc,gifts,3858.33,Gifts expense
2024-08-13,misc,others,3068.89,Others expense
2024-08-13,food,coffee,4512.04,Coffee expense
2024-08-13,bills,electricity,585.05,Electricity expense
2024-08-14,entertainment,movies,2530.89,Movies expense
2024-08-14,transport,public transport,4994.64,Public Transport expense
2024-08-14,food,coffee,83.03,Coffee expense
2024-08-14,transport,fuel,635.9,Fuel expense
2024-08-15,transport,fuel,2253.84,Fuel expense
2024-08-15,food,coffee,4504.14,Coffee expense
2024-08-15,transport,fuel,2026.71,Fuel expense
2024-08-15,food,groceries,1367.53,Groceries expense
2024-08-15,health,insurance,942.52,Insurance expense
2024-08-16,bills,rent,1986.85,Rent expense
2024-08-16,savings,retirement,4402.2,Retirement expense
2024-08-16,entertainment,movies,3525.15,Movies expense
2024-08-17,misc,others,3906.74,Others expense
2024-08-17,bills,electricity,418.44,Electricity expense
2024-08-17,misc,gifts,1544.52,Gifts expense
2024-08-17,entertainment,games,3089.01,Games expense
2024-08-17,entertainment,subscriptions,1763.06,Subscriptions expense
2024-08-18,entertainment,subscriptions,1551.57,Subscriptions expense
2024-08-18,bills,rent,3936.07,Rent expense
2024-08-18,health,doctor,442.2,Doctor expense
2024-08-18,savings,investments,4250.11,Investments expense
2024-08-19,food,coffee,3694.17,Coffee expense
2024-08-19,transport,public transport,1122.33,Public Transport expense
2024-08-19,entertainment,movies,3278.56,Movies expense
2024-08-20,entertainment,movies,1040.56,Movies expense
2024-08-20,bills,rent,1162.62,Rent expense
2024-08-20,bills,electricity,3821.7,Electricity expense
2024-08-20,shopping,electronics,4356.0,Electronics expense
2024-08-21,transport,public transport,2031.83,Public Transport expense
2024-08-21,misc,donations,3203.43,Donations expense
2024-08-21,food,coffee,2281.85,Coffee expense
2024-08-21,entertainment,subscriptions,2950.0,Subscriptions expense
2024-08-22,transport,public transport,2712.07,Public Transport expense
2024-08-22,savings,emergency fund,4121.67,Emergency Fund expense
2024-08-22,savings,retirement,2961.95,Retirement expense
2024-08-22,health,insurance,3212.93,Insurance expense
2024-08-23,health,pharmacy,310.12,Pharmacy expense
2024-08-23,shopping,clothes,4633.49,Clothes expense
2024-08-23,food,restaurants,4024.61,Restaurants expense
2024-08-23,food,coffee,1000.01,Coffee expense
2024-08-23,food,coffee,4407.29,Coffee expense
2024-08-24,entertainment,subscriptions,2903.23,Subscriptions expense
2024-08-24,food,coffee,2314.02,Coffee expense
2024-08-24,entertainment,games,3053.19,Games expense
2024-08-24,shopping,accessories,3920.78,Accessories expense
2024-08-24,misc,others,3256.88,Others expense
2024-08-25,savings,retirement,4470.72,Retirement expense
2024-08-25,entertainment,subscriptions,3501.56,Subscriptions expense
2024-08-25,misc,others,1165.68,Others expense
2024-08-25,savings,investments,4663.43,Investments expense
2024-08-26,misc,gifts,1828.14,Gifts expense
2024-08-26,shopping,accessories,2709.02,Accessories expense
2024-08-26,transport,taxi,3208.2,Taxi expense
2024-08-27,bills,electricity,648.55,Electricity expense
2024-08-27,savings,retirement,3230.83,Retirement expense
2024-08-27,bills,rent,1816.81,Rent expense
2024-08-28,health,insurance,2745.24,Insurance expense
2024-08-28,bills,electricity,3538.19,Electricity expense
2024-08-28,shopping,electronics,4020.05,Electronics expense
2024-08-28,entertainment,subscriptions,1093.31,Subscriptions expense
2024-08-29,food,coffee,3647.99,Coffee expense
2024-08-29,food,groceries,4354.83,Groceries expense
2024-08-29,savings,emergency fund,405.15,Emergency Fund expense
2024-08-29,misc,others,2835.94,Others expense
2024-08-29,transport,fuel,4147.81,Fuel expense
2024-08-30,savings,emergency fund,123.22,Emergency Fund expense
2024-08-30,shopping,accessories,3997.59,Accessories expense
2024-08-30,health,pharmacy,2111.7,Pharmacy expense
2024-08-31,transport,taxi,4981.52,Taxi expense
2024-08-31,bills,rent,2521.98,Rent expense
2024-08-31,savings,retirement,299.61,Retirement expense
2024-08-31,bills,internet,2783.46,Internet expense
2024-08-31,shopping,electronics,1315.36,Electronics expense
2024-09-01,shopping,clothes,4207.75,Clothes expense
2024-09-01,shopping,electronics,4788.07,Electronics expense
2024-09-01,bills,electricity,3032.73,Electricity expense
2024-09-01,entertainment,movies,1537.33,Movies expense
2024-09-01,shopping,electronics,3800.01,Electronics expense
2024-09-02,misc,gifts,4707.09,Gifts expense
2024-09-02,food,restaurants,3783.55,Restaurants expense
2024-09-02,shopping,electronics,697.65,Electronics expense
2024-09-02,health,insurance,1316.73,Insurance expense
2024-09-03,bills,internet,2537.72,Internet expense
2024-09-03,misc,gifts,2865.84,Gifts expense
2024-09-03,transport,public transport,3570.27,Public Transport expense
2024-09-03,savings,investments,2037.14,Investments expense
2024-09-04,bills,internet,3499.82,Internet expense
2024-09-04,health,doctor,2733.66,Doctor expense
2024-09-04,misc,donations,2951.32,Donations expense
2024-09-05,savings,emergency fund,4835.91,Emergency Fund expense
2024-09-05,misc,others,4216.82,Others expense
2024-09-05,health,insurance,1190.27,Insurance expense
2024-09-06,entertainment,movies,2175.18,Movies expense
2024-09-06,misc,gifts,2611.27,Gifts expense
2024-09-06,savings,retirement,3557.29,Retirement expense
2024-09-06,savings,investments,3089.76,Investments expense
2024-09-06,entertainment,games,739.18,Games expense
2024-09-07,bills,internet,4321.73,Internet expense
2024-09-07,savings,investments,3650.02,Investments expense
2024-09-07,food,coffee,1502.9,Coffee expense
2024-09-08,health,pharmacy,383.25,Pharmacy expense
2024-09-08,savings,retirement,3998.18,Retirement expense
2024-09-08,savings,retirement,2845.69,Retirement expense
2024-09-08,shopping,clothes,3251.93,Clothes expense
2024-09-08,bills,internet,412.34,Internet expense
2024-09-09,food,restaurants,365.43,Restaurants expense
2024-09-09,health,doctor,2928.73,Doctor expense
2024-09-09,health,pharmacy,483.59,Pharmacy expense
2024-09-09,transport,public transport,3972.92,Public Transport expense
2024-09-09,shopping,accessories,3032.21,Accessories expense
2024-09-10,bills,electricity,4883.67,Electricity expense
2024-09-10,health,insurance,4713.57,Insurance expense
2024-09-10,savings,retirement,3855.76,Retirement expense
2024-09-10,savings,retirement,1068.07,Retirement expense
2024-09-10,entertainment,subscriptions,1859.12,Subscriptions expense
2024-09-11,health,insurance,889.97,Insurance expense
2024-09-11,transport,fuel,2241.96,Fuel expense
2024-09-11,health,doctor,3003.53,Doctor expense
2024-09-11,transport,taxi,2311.7,Taxi expense
2024-09-11,shopping,clothes,1901.9,Clothes expense
2024-09-12,transport,fuel,3780.61,Fuel expense
2024-09-12,health,insurance,1131.33,Insurance expense
2024-09-12,savings,investments,3792.67,Investments expense
2024-09-12,bills,rent,3491.72,Rent expense
2024-09-12,food,groceries,4423.15,Groceries expense
2024-09-13,food,restaurants,4733.44,Restaurants expense
2024-09-13,food,restaurants,2492.47,Restaurants expense
2024-09-13,shopping,clothes,4096.21,Clothes expense
2024-09-13,transport,public transport,3588.53,Public Transport expense
2024-09-13,food,restaurants,2746.7,Restaurants expense
2024-09-14,misc,gifts,1077.4,Gifts expense
2024-09-14,shopping,clothes,4746.87,Clothes expense
2024-09-14,food,restaurants,961.01,Restaurants expense
2024-09-14,shopping,electronics,1730.2,Electronics expense
2024-09-14,entertainment,subscriptions,4716.71,Subscriptions expense
2024-09-15,bills,rent,1189.82,Rent expense
2024-09-15,bills,electricity,2848.23,Electricity expense
2024-09-15,transport,public transport,4285.49,Public Transport expense
2024-09-15,transport,taxi,1109.84,Taxi expense
2024-09-16,health,doctor,3100.51,Doctor expense
2024-09-16,food,coffee,1893.88,Coffee expense
2024-09-16,savings,investments,310.67,Investments expense
2024-09-17,shopping,accessories,2758.61,Accessories expense
2024-09-17,health,insurance,3100.25,Insurance expense
2024-09-17,health,doctor,129.47,Doctor expense
2024-09-18,shopping,clothes,2127.74,Clothes expense
2024-09-18,savings,emergency fund,3210.21,Emergency Fund expense
2024-09-18,food,groceries,352.01,Groceries expense
2024-09-18,health,doctor,2462.83,Doctor expense
2024-09-18,transport,taxi,4755.51,Taxi expense
2024-09-19,food,coffee,4890.79,Coffee expense
2024-09-19,health,insurance,652.44,Insurance expense
