datetime,date,time,month,week,category,amount,description,type
2024-04-19 11:34:43,2024-04-19,11:34:43,April 2024,Week 16,Groceries,3334.04,Groceries expense,need
2024-04-19 11:39:16,2024-04-19,11:39:16,April 2024,Week 16,Shopping,2306.97,Shopping expense,want
2024-04-19 17:44:06,2024-04-19,17:44:06,April 2024,Week 16,Rent,2452.8,Rent expense,need
2024-04-20 02:26:40,2024-04-20,02:26:40,April 2024,Week 16,Transport,2510.96,Transport expense,need
2024-04-20 10:23:27,2024-04-20,10:23:27,April 2024,Week 16,Entertainment,2423.3,Entertainment expense,want
2024-04-20 22:51:45,2024-04-20,22:51:45,April 2024,Week 16,Entertainment,3535.75,Entertainment expense,want
2024-04-21 06:55:42,2024-04-21,06:55:42,April 2024,Week 16,Rent,4741.29,Rent expense,need
2024-04-22 07:13:44,2024-04-22,07:13:44,April 2024,Week 17,Subscriptions,3906.48,Subscriptions expense,want
2024-04-22 17:52:47,2024-04-22,17:52:47,April 2024,Week 17,Healthcare,329.89,Healthcare expense,need
2024-04-22 19:05:00,2024-04-22,19:05:00,April 2024,Week 17,Utilities,3119.23,Utilities expense,need
2024-04-22 20:50:11,2024-04-22,20:50:11,April 2024,Week 17,Transport,4764.34,Transport expense,need
2024-04-23 22:57:10,2024-04-23,22:57:10,April 2024,Week 17,Groceries,725.56,Groceries expense,need
2024-04-24 03:30:51,2024-04-24,03:30:51,April 2024,Week 17,Healthcare,4094.85,Healthcare expense,need
2024-04-24 17:56:13,2024-04-24,17:56:13,April 2024,Week 17,Subscriptions,3872.31,Subscriptions expense,want
2024-04-24 20:51:18,2024-04-24,20:51:18,April 2024,Week 17,Food Delivery,4625.62,Food Delivery expense,want
2024-04-25 02:49:16,2024-04-25,02:49:16,April 2024,Week 17,Subscriptions,3049.16,Subscriptions expense,want
2024-04-25 05:59:47,2024-04-25,05:59:47,April 2024,Week 17,Subscriptions,2703.55,Subscriptions expense,want
2024-04-25 10:58:59,2024-04-25,10:58:59,April 2024,Week 17,Utilities,3662.17,Utilities expense,need
2024-04-26 17:29:46,2024-04-26,17:29:46,April 2024,Week 17,Groceries,4276.74,Groceries expense,need
2024-04-26 18:10:00,2024-04-26,18:10:00,April 2024,Week 17,Utilities,1310.55,Utilities expense,need
2024-04-28 04:38:22,2024-04-28,04:38:22,April 2024,Week 17,Food Delivery,3195.67,Food Delivery expense,want
2024-04-28 04:55:42,2024-04-28,04:55:42,April 2024,Week 17,Dining Out,1164.71,Dining Out expense,want
2024-04-28 09:31:00,2024-04-28,09:31:00,April 2024,Week 17,Healthcare,1900.41,Healthcare expense,need
2024-04-29 16:25:59,2024-04-29,16:25:59,April 2024,Week 18,Subscriptions,1922.51,Subscriptions expense,want
2024-04-30 05:43:18,2024-04-30,05:43:18,April 2024,Week 18,Subscriptions,4802.73,Subscriptions expense,want
2024-05-01 00:15:52,2024-05-01,00:15:52,May 2024,Week 18,Food Delivery,3889.81,Food Delivery expense,want
2024-05-01 04:14:40,2024-05-01,04:14:40,May 2024,Week 18,Entertainment,1777.36,Entertainment expense,want
2024-05-01 17:51:27,2024-05-01,17:51:27,May 2024,Week 18,Dining Out,2476.36,Dining Out expense,want
2024-05-01 20:35:33,2024-05-01,20:35:33,May 2024,Week 18,Shopping,635.82,Shopping expense,want
2024-05-02 03:36:48,2024-05-02,03:36:48,May 2024,Week 18,Groceries,4148.2,Groceries expense,need
2024-05-03 05:37:06,2024-05-03,05:37:06,May 2024,Week 18,Entertainment,529.35,Entertainment expense,want
2024-05-03 09:23:06,2024-05-03,09:23:06,May 2024,Week 18,Entertainment,3862.6,Entertainment expense,want
2024-05-03 18:08:08,2024-05-03,18:08:08,May 2024,Week 18,Healthcare,1300.91,Healthcare expense,need
2024-05-03 23:43:33,2024-05-03,23:43:33,May 2024,Week 18,Healthcare,2532.41,Healthcare expense,need
2024-05-04 05:31:07,2024-05-04,05:31:07,May 2024,Week 18,Healthcare,3745.29,Healthcare expense,need
2024-05-05 16:05:44,2024-05-05,16:05:44,May 2024,Week 18,Utilities,127.67,Utilities expense,need
2024-05-05 16:59:33,2024-05-05,16:59:33,May 2024,Week 18,Entertainment,677.28,Entertainment expense,want
2024-05-07 09:46:19,2024-05-07,09:46:19,May 2024,Week 19,Food Delivery,1256.04,Food Delivery expense,want
2024-05-07 18:29:33,2024-05-07,18:29:33,May 2024,Week 19,Healthcare,2359.6,Healthcare expense,need
2024-05-08 16:11:29,2024-05-08,16:11:29,May 2024,Week 19,Transport,2697.02,Transport expense,need
2024-05-09 10:30:27,2024-05-09,10:30:27,May 2024,Week 19,Entertainment,4490.84,Entertainment expense,want
2024-05-09 13:19:22,2024-05-09,13:19:22,May 2024,Week 19,Groceries,134.73,Groceries expense,need
2024-05-09 14:51:33,2024-05-09,14:51:33,May 2024,Week 19,Groceries,1268.6,Groceries expense,need
2024-05-09 19:42:33,2024-05-09,19:42:33,May 2024,Week 19,Transport,2166.12,Transport expense,need
2024-05-10 18:40:49,2024-05-10,18:40:49,May 2024,Week 19,Utilities,4515.01,Utilities expense,need
2024-05-11 05:56:39,2024-05-11,05:56:39,May 2024,Week 19,Shopping,3953.2,Shopping expense,want
2024-05-11 10:18:40,2024-05-11,10:18:40,May 2024,Week 19,Rent,1922.22,Rent expense,need
2024-05-11 18:24:52,2024-05-11,18:24:52,May 2024,Week 19,Rent,1718.03,Rent expense,need
2024-05-12 07:40:53,2024-05-12,07:40:53,May 2024,Week 19,Transport,4617.19,Transport expense,need
2024-05-13 18:36:46,2024-05-13,18:36:46,May 2024,Week 20,Dining Out,4788.4,Dining Out expense,want
2024-05-13 19:40:55,2024-05-13,19:40:55,May 2024,Week 20,Food Delivery,3768.27,Food Delivery expense,want
2024-05-13 20:02:00,2024-05-13,20:02:00,May 2024,Week 20,Utilities,2596.37,Utilities expense,need
2024-05-14 02:52:17,2024-05-14,02:52:17,May 2024,Week 20,Travel,3129.48,Travel expense,want
2024-05-14 04:49:34,2024-05-14,04:49:34,May 2024,Week 20,Entertainment,107.8,Entertainment expense,want
2024-05-14 06:00:03,2024-05-14,06:00:03,May 2024,Week 20,Utilities,2618.41,Utilities expense,need
2024-05-14 11:27:54,2024-05-14,11:27:54,May 2024,Week 20,Rent,3088.84,Rent expense,need
2024-05-14 19:52:13,2024-05-14,19:52:13,May 2024,Week 20,Groceries,3498.51,Groceries expense,need
2024-05-15 11:26:08,2024-05-15,11:26:08,May 2024,Week 20,Utilities,1328.35,Utilities expense,need
2024-05-16 15:59:01,2024-05-16,15:59:01,May 2024,Week 20,Food Delivery,510.15,Food Delivery expense,want
2024-05-16 18:03:29,2024-05-16,18:03:29,May 2024,Week 20,Entertainment,430.42,Entertainment expense,want
2024-05-17 01:53:09,2024-05-17,01:53:09,May 2024,Week 20,Entertainment,2968.82,Entertainment expense,want
2024-05-17 10:34:29,2024-05-17,10:34:29,May 2024,Week 20,Entertainment,2553.42,Entertainment expense,want
2024-05-18 15:42:34,2024-05-18,15:42:34,May 2024,Week 20,Entertainment,1695.97,Entertainment expense,want
2024-05-19 20:02:28,2024-05-19,20:02:28,May 2024,Week 20,Transport,4930.89,Transport expense,need
2024-05-19 23:39:41,2024-05-19,23:39:41,May 2024,Week 20,Entertainment,236.5,Entertainment expense,want
2024-05-20 00:58:48,2024-05-20,00:58:48,May 2024,Week 21,Dining Out,3406.13,Dining Out expense,want
2024-05-20 03:28:14,2024-05-20,03:28:14,May 2024,Week 21,Food Delivery,4796.8,Food Delivery expense,want
2024-05-20 14:12:34,2024-05-20,14:12:34,May 2024,Week 21,Rent,1928.78,Rent expense,need
2024-05-20 18:46:25,2024-05-20,18:46:25,May 2024,Week 21,Rent,3940.85,Rent expense,need
2024-05-21 10:10:02,2024-05-21,10:10:02,May 2024,Week 21,Entertainment,3266.43,Entertainment expense,want
2024-05-21 16:09:39,2024-05-21,16:09:39,May 2024,Week 21,Rent,4757.12,Rent expense,need
2024-05-22 21:25:30,2024-05-22,21:25:30,May 2024,Week 21,Subscriptions,332.77,Subscriptions expense,want
2024-05-23 04:09:00,2024-05-23,04:09:00,May 2024,Week 21,Shopping,375.45,Shopping expense,want
2024-05-23 06:26:17,2024-05-23,06:26:17,May 2024,Week 21,Shopping,3637.18,Shopping expense,want
2024-05-23 16:06:52,2024-05-23,16:06:52,May 2024,Week 21,Subscriptions,1315.88,Subscriptions expense,want
2024-05-24 12:01:38,2024-05-24,12:01:38,May 2024,Week 21,Travel,289.03,Travel expense,want
2024-05-24 12:31:05,2024-05-24,12:31:05,May 2024,Week 21,Entertainment,3289.84,Entertainment expense,want
2024-05-25 17:17:09,2024-05-25,17:17:09,May 2024,Week 21,Transport,4047.97,Transport expense,need
2024-05-26 16:34:22,2024-05-26,16:34:22,May 2024,Week 21,Subscriptions,4228.23,Subscriptions expense,want
2024-05-26 20:30:35,2024-05-26,20:30:35,May 2024,Week 21,Groceries,1400.62,Groceries expense,need
2024-05-28 18:30:34,2024-05-28,18:30:34,May 2024,Week 22,Food Delivery,3347.68,Food Delivery expense,want
2024-05-29 04:00:11,2024-05-29,04:00:11,May 2024,Week 22,Utilities,2559.16,Utilities expense,need
2024-05-29 12:00:41,2024-05-29,12:00:41,May 2024,Week 22,Subscriptions,1966.85,Subscriptions expense,want
2024-05-31 02:53:27,2024-05-31,02:53:27,May 2024,Week 22,Healthcare,1657.67,Healthcare expense,need
2024-05-31 15:23:03,2024-05-31,15:23:03,May 2024,Week 22,Dining Out,957.71,Dining Out expense,want
2024-05-31 21:54:08,2024-05-31,21:54:08,May 2024,Week 22,Dining Out,4146.32,Dining Out expense,want
2024-06-01 00:27:53,2024-06-01,00:27:53,June 2024,Week 22,Rent,1870.43,Rent expense,need
2024-06-01 03:02:41,2024-06-01,03:02:41,June 2024,Week 22,Rent,4396.56,Rent expense,need
2024-06-02 02:12:33,2024-06-02,02:12:33,June 2024,Week 22,Healthcare,4648.78,Healthcare expense,need
2024-06-02 06:04:05,2024-06-02,06:04:05,June 2024,Week 22,Rent,4207.68,Rent expense,need
2024-06-02 06:33:03,2024-06-02,06:33:03,June 2024,Week 22,Transport,4293.47,Transport expense,need
2024-06-02 16:27:53,2024-06-02,16:27:53,June 2024,Week 22,Healthcare,2760.72,Healthcare expense,need
2024-06-03 20:39:48,2024-06-03,20:39:48,June 2024,Week 23,Food Delivery,4773.67,Food Delivery expense,want
2024-06-05 17:23:21,2024-06-05,17:23:21,June 2024,Week 23,Shopping,384.71,Shopping expense,want
2024-06-06 03:13:02,2024-06-06,03:13:02,June 2024,Week 23,Travel,4271.07,Travel expense,want
2024-06-06 13:39:00,2024-06-06,13:39:00,June 2024,Week 23,Subscriptions,4623.32,Subscriptions expense,want
2024-06-06 16:56:45,2024-06-06,16:56:45,June 2024,Week 23,Groceries,4999.01,Groceries expense,need
2024-06-06 21:54:24,2024-06-06,21:54:24,June 2024,Week 23,Rent,309.23,Rent expense,need
2024-06-07 01:08:22,2024-06-07,01:08:22,June 2024,Week 23,Dining Out,4361.64,Dining Out expense,want
2024-06-07 06:16:50,2024-06-07,06:16:50,June 2024,Week 23,Groceries,864.87,Groceries expense,need
2024-06-07 07:38:00,2024-06-07,07:38:00,June 2024,Week 23,Subscriptions,3738.41,Subscriptions expense,want
2024-06-07 19:31:43,2024-06-07,19:31:43,June 2024,Week 23,Dining Out,3599.18,Dining Out expense,want
2024-06-08 09:09:36,2024-06-08,09:09:36,June 2024,Week 23,Shopping,3387.51,Shopping expense,want
2024-06-08 10:41:44,2024-06-08,10:41:44,June 2024,Week 23,Utilities,3419.46,Utilities expense,need
2024-06-08 13:53:56,2024-06-08,13:53:56,June 2024,Week 23,Dining Out,375.12,Dining Out expense,want
2024-06-08 22:13:11,2024-06-08,22:13:11,June 2024,Week 23,Rent,1275.74,Rent expense,need
2024-06-09 13:14:59,2024-06-09,13:14:59,June 2024,Week 23,Healthcare,1681.38,Healthcare expense,need
2024-06-09 19:04:32,2024-06-09,19:04:32,June 2024,Week 23,Shopping,931.85,Shopping expense,want
2024-06-10 16:17:48,2024-06-10,16:17:48,June 2024,Week 24,Shopping,4358.35,Shopping expense,want
2024-06-11 04:25:04,2024-06-11,04:25:04,June 2024,Week 24,Utilities,4363.65,Utilities expense,need
2024-06-11 18:10:55,2024-06-11,18:10:55,June 2024,Week 24,Subscriptions,3566.71,Subscriptions expense,want
2024-06-11 23:48:36,2024-06-11,23:48:36,June 2024,Week 24,Entertainment,2796.9,Entertainment expense,want
2024-06-12 03:57:56,2024-06-12,03:57:56,June 2024,Week 24,Entertainment,1045.2,Entertainment expense,want
2024-06-12 06:01:37,2024-06-12,06:01:37,June 2024,Week 24,Food Delivery,2623.73,Food Delivery expense,want
2024-06-12 10:50:25,2024-06-12,10:50:25,June 2024,Week 24,Subscriptions,3490.17,Subscriptions expense,want
2024-06-14 00:55:43,2024-06-14,00:55:43,June 2024,Week 24,Utilities,1927.58,Utilities expense,need
2024-06-14 16:58:10,2024-06-14,16:58:10,June 2024,Week 24,Travel,2489.65,Travel expense,want
2024-06-14 22:04:33,2024-06-14,22:04:33,June 2024,Week 24,Transport,4917.5,Transport expense,need
2024-06-14 23:55:43,2024-06-14,23:55:43,June 2024,Week 24,Entertainment,4146.28,Entertainment expense,want
2024-06-15 18:40:03,2024-06-15,18:40:03,June 2024,Week 24,Dining Out,1984.37,Dining Out expense,want
2024-06-16 05:39:41,2024-06-16,05:39:41,June 2024,Week 24,Travel,4865.33,Travel expense,want
2024-06-16 06:28:30,2024-06-16,06:28:30,June 2024,Week 24,Entertainment,587.49,Entertainment expense,want
2024-06-16 17:41:17,2024-06-16,17:41:17,June 2024,Week 24,Shopping,4407.39,Shopping expense,want
2024-06-16 22:35:06,2024-06-16,22:35:06,June 2024,Week 24,Healthcare,4718.07,Healthcare expense,need
2024-06-17 05:16:27,2024-06-17,05:16:27,June 2024,Week 25,Dining Out,3373.6,Dining Out expense,want
2024-06-17 13:05:32,2024-06-17,13:05:32,June 2024,Week 25,Healthcare,100.29,Healthcare expense,need
2024-06-17 18:35:31,2024-06-17,18:35:31,June 2024,Week 25,Utilities,1854.06,Utilities expense,need
2024-06-18 03:40:08,2024-06-18,03:40:08,June 2024,Week 25,Dining Out,2923.96,Dining Out expense,want
2024-06-18 06:36:04,2024-06-18,06:36:04,June 2024,Week 25,Food Delivery,2055.39,Food Delivery expense,want
2024-06-19 07:15:19,2024-06-19,07:15:19,June 2024,Week 25,Entertainment,2543.82,Entertainment expense,want
2024-06-19 11:18:24,2024-06-19,11:18:24,June 2024,Week 25,Transport,4551.97,Transport expense,need
2024-06-20 02:12:52,2024-06-20,02:12:52,June 2024,Week 25,Food Delivery,4979.46,Food Delivery expense,want
2024-06-20 19:29:47,2024-06-20,19:29:47,June 2024,Week 25,Travel,4439.65,Travel expense,want
2024-06-20 23:49:46,2024-06-20,23:49:46,June 2024,Week 25,Transport,3895.82,Transport expense,need
2024-06-21 12:05:54,2024-06-21,12:05:54,June 2024,Week 25,Food Delivery,4941.82,Food Delivery expense,want
2024-06-21 14:38:09,2024-06-21,14:38:09,June 2024,Week 25,Groceries,931.19,Groceries expense,need
2024-06-21 16:10:51,2024-06-21,16:10:51,June 2024,Week 25,Travel,1510.14,Travel expense,want
2024-06-22 09:27:32,2024-06-22,09:27:32,June 2024,Week 25,Groceries,3849.6,Groceries expense,need
2024-06-24 05:41:01,2024-06-24,05:41:01,June 2024,Week 26,Utilities,171.68,Utilities expense,need
2024-06-24 11:30:19,2024-06-24,11:30:19,June 2024,Week 26,Groceries,4845.88,Groceries expense,need
2024-06-25 00:45:11,2024-06-25,00:45:11,June 2024,Week 26,Entertainment,194.36,Entertainment expense,want
2024-06-25 00:53:50,2024-06-25,00:53:50,June 2024,Week 26,Rent,4521.77,Rent expense,need
2024-06-25 02:17:26,2024-06-25,02:17:26,June 2024,Week 26,Entertainment,3279.51,Entertainment expense,want
2024-06-25 04:13:12,2024-06-25,04:13:12,June 2024,Week 26,Healthcare,4475.19,Healthcare expense,need
2024-06-27 08:14:32,2024-06-27,08:14:32,June 2024,Week 26,Groceries,4965.43,Groceries expense,need
2024-06-27 16:33:02,2024-06-27,16:33:02,June 2024,Week 26,Subscriptions,369.87,Subscriptions expense,want
2024-06-28 03:07:23,2024-06-28,03:07:23,June 2024,Week 26,Rent,879.75,Rent expense,need
2024-06-28 17:33:42,2024-06-28,17:33:42,June 2024,Week 26,Dining Out,4764.48,Dining Out expense,want
2024-06-29 17:03:48,2024-06-29,17:03:48,June 2024,Week 26,Healthcare,1026.98,Healthcare expense,need
2024-06-29 18:03:15,2024-06-29,18:03:15,June 2024,Week 26,Food Delivery,945.92,Food Delivery expense,want
2024-06-29 20:30:08,2024-06-29,20:30:08,June 2024,Week 26,Shopping,3122.57,Shopping expense,want
2024-06-30 02:47:38,2024-06-30,02:47:38,June 2024,Week 26,Entertainment,3931.62,Entertainment expense,want
2024-07-01 17:18:09,2024-07-01,17:18:09,July 2024,Week 27,Rent,3385.81,Rent expense,need
2024-07-01 19:26:15,2024-07-01,19:26:15,July 2024,Week 27,Food Delivery,387.91,Food Delivery expense,want
2024-07-02 11:56:18,2024-07-02,11:56:18,July 2024,Week 27,Dining Out,1837.25,Dining Out expense,want
2024-07-02 14:48:37,2024-07-02,14:48:37,July 2024,Week 27,Shopping,4421.26,Shopping expense,want
2024-07-03 11:48:16,2024-07-03,11:48:16,July 2024,Week 27,Healthcare,4749.71,Healthcare expense,need
2024-07-03 18:29:16,2024-07-03,18:29:16,July 2024,Week 27,Subscriptions,3690.16,Subscriptions expense,want
2024-07-05 00:40:25,2024-07-05,00:40:25,July 2024,Week 27,Shopping,2294.28,Shopping expense,want
2024-07-05 16:50:35,2024-07-05,16:50:35,July 2024,Week 27,Groceries,4787.67,Groceries expense,need
2024-07-06 02:32:04,2024-07-06,02:32:04,July 2024,Week 27,Groceries,2355.07,Groceries expense,need
2024-07-06 10:41:36,2024-07-06,10:41:36,July 2024,Week 27,Subscriptions,4453.72,Subscriptions expense,want
2024-07-06 23:20:44,2024-07-06,23:20:44,July 2024,Week 27,Subscriptions,2648.71,Subscriptions expense,want
2024-07-07 07:09:45,2024-07-07,07:09:45,July 2024,Week 27,Rent,3936.17,Rent expense,need
2024-07-07 08:13:34,2024-07-07,08:13:34,July 2024,Week 27,Groceries,2632.45,Groceries expense,need
2024-07-07 20:36:51,2024-07-07,20:36:51,July 2024,Week 27,Dining Out,4353.24,Dining Out expense,want
2024-07-08 20:44:57,2024-07-08,20:44:57,July 2024,Week 28,Food Delivery,2980.56,Food Delivery expense,want
2024-07-09 02:34:41,2024-07-09,02:34:41,July 2024,Week 28,Rent,3695.89,Rent expense,need
2024-07-09 22:18:56,2024-07-09,22:18:56,July 2024,Week 28,Rent,806.77,Rent expense,need
2024-07-10 01:19:14,2024-07-10,01:19:14,July 2024,Week 28,Transport,2620.14,Transport expense,need
2024-07-10 14:45:24,2024-07-10,14:45:24,July 2024,Week 28,Rent,528.7,Rent expense,need
2024-07-10 21:43:53,2024-07-10,21:43:53,July 2024,Week 28,Entertainment,574.04,Entertainment expense,want
2024-07-11 13:33:53,2024-07-11,13:33:53,July 2024,Week 28,Healthcare,3870.32,Healthcare expense,need
2024-07-11 15:23:58,2024-07-11,15:23:58,July 2024,Week 28,Subscriptions,4681.75,Subscriptions expense,want
2024-07-11 15:28:07,2024-07-11,15:28:07,July 2024,Week 28,Rent,4014.63,Rent expense,need
2024-07-11 20:16:23,2024-07-11,20:16:23,July 2024,Week 28,Dining Out,2662.9,Dining Out expense,want
2024-07-12 09:08:51,2024-07-12,09:08:51,July 2024,Week 28,Rent,700.59,Rent expense,need
2024-07-13 18:57:26,2024-07-13,18:57:26,July 2024,Week 28,Transport,1431.13,Transport expense,need
2024-07-15 06:20:12,2024-07-15,06:20:12,July 2024,Week 29,Shopping,1325.72,Shopping expense,want
2024-07-15 11:23:29,2024-07-15,11:23:29,July 2024,Week 29,Entertainment,1958.73,Entertainment expense,want
2024-07-15 16:56:34,2024-07-15,16:56:34,July 2024,Week 29,Shopping,948.66,Shopping expense,want
2024-07-16 02:08:02,2024-07-16,02:08:02,July 2024,Week 29,Healthcare,1021.21,Healthcare expense,need
2024-07-16 06:05:20,2024-07-16,06:05:20,July 2024,Week 29,Food Delivery,979.81,Food Delivery expense,want
2024-07-16 20:48:56,2024-07-16,20:48:56,July 2024,Week 29,Transport,1931.76,Transport expense,need
2024-07-16 22:30:51,2024-07-16,22:30:51,July 2024,Week 29,Subscriptions,3254.97,Subscriptions expense,want
2024-07-17 12:09:17,2024-07-17,12:09:17,July 2024,Week 29,Rent,2710.74,Rent expense,need
2024-07-19 10:00:28,2024-07-19,10:00:28,July 2024,Week 29,Groceries,2457.8,Groceries expense,need
2024-07-19 10:57:53,2024-07-19,10:57:53,July 2024,Week 29,Dining Out,538.05,Dining Out expense,want
2024-07-19 13:51:51,2024-07-19,13:51:51,July 2024,Week 29,Travel,4979.44,Travel expense,want
2024-07-19 19:04:48,2024-07-19,19:04:48,July 2024,Week 29,Healthcare,1873.21,Healthcare expense,need
2024-07-20 00:47:59,2024-07-20,00:47:59,July 2024,Week 29,Rent,4611.01,Rent expense,need
2024-07-20 10:23:44,2024-07-20,10:23:44,July 2024,Week 29,Subscriptions,1070.71,Subscriptions expense,want
2024-07-20 18:43:50,2024-07-20,18:43:50,July 2024,Week 29,Entertainment,1472.18,Entertainment expense,want
2024-07-20 20:40:59,2024-07-20,20:40:59,July 2024,Week 29,Groceries,4020.65,Groceries expense,need
2024-07-21 13:58:31,2024-07-21,13:58:31,July 2024,Week 29,Healthcare,3149.26,Healthcare expense,need
2024-07-21 15:58:16,2024-07-21,15:58:16,July 2024,Week 29,Utilities,3247.82,Utilities expense,need
2024-07-21 17:00:54,2024-07-21,17:00:54,July 2024,Week 29,Subscriptions,967.48,Subscriptions expense,want
2024-07-21 20:03:01,2024-07-21,20:03:01,July 2024,Week 29,Food Delivery,2960.88,Food Delivery expense,want
2024-07-22 21:25:11,2024-07-22,21:25:11,July 2024,Week 30,Rent,1738.02,Rent expense,need
2024-07-23 07:46:51,2024-07-23,07:46:51,July 2024,Week 30,Entertainment,4133.18,Entertainment expense,want
2024-07-23 10:52:15,2024-07-23,10:52:15,July 2024,Week 30,Rent,1098.42,Rent expense,need
2024-07-23 16:43:40,2024-07-23,16:43:40,July 2024,Week 30,Rent,3692.9,Rent expense,need
2024-07-24 02:34:00,2024-07-24,02:34:00,July 2024,Week 30,Groceries,1269.77,Groceries expense,need
2024-07-24 03:24:03,2024-07-24,03:24:03,July 2024,Week 30,Rent,2204.82,Rent expense,need
2024-07-24 03:51:15,2024-07-24,03:51:15,July 2024,Week 30,Entertainment,1160.22,Entertainment expense,want
2024-07-24 22:04:25,2024-07-24,22:04:25,July 2024,Week 30,Healthcare,4131.89,Healthcare expense,need
2024-07-25 20:08:23,2024-07-25,20:08:23,July 2024,Week 30,Subscriptions,1560.5,Subscriptions expense,want
2024-07-27 11:08:55,2024-07-27,11:08:55,July 2024,Week 30,Utilities,4938.96,Utilities expense,need
2024-07-28 00:47:37,2024-07-28,00:47:37,July 2024,Week 30,Subscriptions,2293.13,Subscriptions expense,want
2024-07-28 00:48:03,2024-07-28,00:48:03,July 2024,Week 30,Transport,690.58,Transport expense,need
2024-07-28 18:33:19,2024-07-28,18:33:19,July 2024,Week 30,Shopping,2761.6,Shopping expense,want
2024-07-29 02:29:02,2024-07-29,02:29:02,July 2024,Week 31,Rent,3501.36,Rent expense,need
2024-07-29 11:48:41,2024-07-29,11:48:41,July 2024,Week 31,Rent,4968.2,Rent expense,need
2024-07-29 13:50:01,2024-07-29,13:50:01,July 2024,Week 31,Food Delivery,3910.43,Food Delivery expense,want
2024-07-29 21:14:04,2024-07-29,21:14:04,July 2024,Week 31,Food Delivery,1017.68,Food Delivery expense,want
2024-07-30 13:51:22,2024-07-30,13:51:22,July 2024,Week 31,Shopping,2009.57,Shopping expense,want
2024-07-30 14:13:23,2024-07-30,14:13:23,July 2024,Week 31,Transport,329.34,Transport expense,need
2024-07-30 20:50:45,2024-07-30,20:50:45,July 2024,Week 31,Food Delivery,1575.27,Food Delivery expense,want
2024-07-31 00:50:18,2024-07-31,00:50:18,July 2024,Week 31,Rent,1417.03,Rent expense,need
2024-07-31 06:59:54,2024-07-31,06:59:54,July 2024,Week 31,Healthcare,1072.38,Healthcare expense,need
2024-07-31 09:10:31,2024-07-31,09:10:31,July 2024,Week 31,Food Delivery,4139.79,Food Delivery expense,want
2024-07-31 12:58:49,2024-07-31,12:58:49,July 2024,Week 31,Entertainment,1018.38,Entertainment expense,want
2024-08-02 02:19:34,2024-08-02,02:19:34,August 2024,Week 31,Rent,3547.52,Rent expense,need
2024-08-02 15:29:35,2024-08-02,15:29:35,August 2024,Week 31,Food Delivery,1747.44,Food Delivery expense,want
2024-08-02 16:30:11,2024-08-02,16:30:11,August 2024,Week 31,Transport,4226.97,Transport expense,need
2024-08-02 20:59:38,2024-08-02,20:59:38,August 2024,Week 31,Subscriptions,4347.71,Subscriptions expense,want
2024-08-03 00:36:12,2024-08-03,00:36:12,August 2024,Week 31,Rent,2416.64,Rent expense,need
2024-08-03 10:17:58,2024-08-03,10:17:58,August 2024,Week 31,Subscriptions,2987.9,Subscriptions expense,want
2024-08-04 14:52:24,2024-08-04,14:52:24,August 2024,Week 31,Dining Out,728.81,Dining Out expense,want
2024-08-04 22:47:22,2024-08-04,22:47:22,August 2024,Week 31,Utilities,2100.76,Utilities expense,need
2024-08-05 09:37:27,2024-08-05,09:37:27,August 2024,Week 32,Entertainment,1098.15,Entertainment expense,want
2024-08-06 18:12:44,2024-08-06,18:12:44,August 2024,Week 32,Healthcare,1274.7,Healthcare expense,need
2024-08-06 18:49:21,2024-08-06,18:49:21,August 2024,Week 32,Shopping,4451.39,Shopping expense,want
2024-08-06 21:44:26,2024-08-06,21:44:26,August 2024,Week 32,Rent,2887.21,Rent expense,need
2024-08-07 02:32:05,2024-08-07,02:32:05,August 2024,Week 32,Dining Out,1633.74,Dining Out expense,want
2024-08-07 10:36:02,2024-08-07,10:36:02,August 2024,Week 32,Travel,4576.11,Travel expense,want
2024-08-07 13:18:44,2024-08-07,13:18:44,August 2024,Week 32,Groceries,4678.78,Groceries expense,need
2024-08-07 22:38:58,2024-08-07,22:38:58,August 2024,Week 32,Entertainment,3389.96,Entertainment expense,want
2024-08-08 03:43:44,2024-08-08,03:43:44,August 2024,Week 32,Rent,2416.01,Rent expense,need
2024-08-08 03:48:24,2024-08-08,03:48:24,August 2024,Week 32,Groceries,2538.97,Groceries expense,need
2024-08-10 22:28:18,2024-08-10,22:28:18,August 2024,Week 32,Shopping,4272.92,Shopping expense,want
2024-08-10 22:37:42,2024-08-10,22:37:42,August 2024,Week 32,Shopping,4538.79,Shopping expense,want
2024-08-11 08:53:09,2024-08-11,08:53:09,August 2024,Week 32,Shopping,3496.81,Shopping expense,want
2024-08-11 14:28:59,2024-08-11,14:28:59,August 2024,Week 32,Shopping,116.61,Shopping expense,want
2024-08-11 15:37:57,2024-08-11,15:37:57,August 2024,Week 32,Entertainment,1109.66,Entertainment expense,want
2024-08-11 19:12:11,2024-08-11,19:12:11,August 2024,Week 32,Groceries,1249.78,Groceries expense,need
2024-08-11 20:05:58,2024-08-11,20:05:58,August 2024,Week 32,Healthcare,3975.17,Healthcare expense,need
2024-08-11 23:01:25,2024-08-11,23:01:25,August 2024,Week 32,Subscriptions,3331.13,Subscriptions expense,want
2024-08-13 03:08:46,2024-08-13,03:08:46,August 2024,Week 33,Subscriptions,4151.96,Subscriptions expense,want
2024-08-13 09:11:48,2024-08-13,09:11:48,August 2024,Week 33,Travel,3355.38,Travel expense,want
